GID1	GID2	EH23_Early_Flower	EH23_Foliage	EH23_Foliage_12light	EH23_Late_Flower	EH23_Roots	EH23_Shoottips
EH23a.chr8.v1.g254270.t1	EH23b.chr8.v1.g216060.t1	C	C	C	C	C	C
EH23a.chr8.v1.g254280.t1	EH23b.chr8.v1.g216050.t1	C	C	C	C	C	C
EH23a.chr8.v1.g254290.t1	EH23b.chr8.v1.g216040.t1	C	C	C	C	C	C
EH23a.chr8.v1.g254330.t1	EH23b.chr8.v1.g216020.t1	C	C	C	C	C	C
EH23a.chr8.v1.g254350.t1	EH23b.chr8.v1.g216000.t1	C	C	C	C	C	C
EH23a.chr8.v1.g254360.t1	EH23b.chr8.v1.g215990.t1	C	C	C	C	C	C
EH23a.chr8.v1.g254370.t1	EH23b.chr8.v1.g215980.t1	C	C	C	C	C	C
EH23a.chr8.v1.g254380.t1	EH23b.chr8.v1.g215970.t1	C	C	C	C	C	C
EH23a.chr8.v1.g254390.t1	EH23b.chr8.v1.g215960.t1	C	C	C	C	C	C
EH23a.chr8.v1.g254400.t1	EH23b.chr8.v1.g215950.t1	C	C	C	C	A	C
EH23a.chr8.v1.g254410.t1	EH23b.chr8.v1.g215940.t1	C	C	C	C	C	C
EH23a.chr8.v1.g254430.t1	EH23b.chr8.v1.g215890.t1	C	C	C	C	C	C
EH23a.chr8.v1.g254480.t1	EH23b.chr8.v1.g215820.t1	C	C	C	C	C	C
EH23a.chr8.v1.g254500.t1	EH23b.chr8.v1.g215810.t1	C	C	C	C	C	C
EH23a.chr8.v1.g254510.t1	EH23b.chr8.v1.g215800.t1	C	B	C	B	C	B
EH23a.chr8.v1.g254520.t1	EH23b.chr8.v1.g215790.t1	C	C	C	C	C	C
EH23a.chr8.v1.g254570.t1	EH23b.chr8.v1.g215760.t1	C	C	C	C	C	C
EH23a.chr8.v1.g254650.t1	EH23b.chr8.v1.g215660.t1	C	C	C	C	A	C
EH23a.chr8.v1.g254670.t1	EH23b.chr8.v1.g215650.t1	C	A	C	B	C	B
EH23a.chr8.v1.g254680.t1	EH23b.chr8.v1.g215640.t1	C	C	C	C	C	C
EH23a.chr8.v1.g254690.t1	EH23b.chr8.v1.g215630.t1	C	C	C	C	C	C
EH23a.chr8.v1.g254700.t1	EH23b.chr8.v1.g215620.t1	C	C	C	C	C	C
EH23a.chr8.v1.g254710.t1	EH23b.chr8.v1.g215610.t1	C	C	C	C	C	C
EH23a.chr8.v1.g254720.t1	EH23b.chr8.v1.g215600.t1	C	C	C	C	C	C
EH23a.chr8.v1.g254730.t1	EH23b.chr8.v1.g215590.t1	C	C	C	C	C	C
EH23a.chr8.v1.g254740.t1	EH23b.chr8.v1.g215580.t1	C	C	C	C	C	C
EH23a.chr8.v1.g254750.t1	EH23b.chr8.v1.g215570.t1	A	B	A	B	C	A
EH23a.chr8.v1.g254760.t1	EH23b.chr8.v1.g215560.t1	C	C	C	C	C	C
EH23a.chr8.v1.g254770.t1	EH23b.chr8.v1.g215550.t1	C	C	B	C	C	C
EH23a.chr8.v1.g254840.t1	EH23b.chr8.v1.g215490.t1	C	C	C	C	C	C
EH23a.chr8.v1.g254850.t1	EH23b.chr8.v1.g215480.t1	C	C	C	C	C	C
EH23a.chr8.v1.g254860.t1	EH23b.chr8.v1.g215470.t1	C	C	C	C	C	C
EH23a.chr8.v1.g254870.t1	EH23b.chr8.v1.g215460.t1	C	C	C	C	C	C
EH23a.chr8.v1.g254880.t1	EH23b.chr8.v1.g215450.t1	C	C	C	C	C	C
EH23a.chr8.v1.g254890.t1	EH23b.chr8.v1.g215440.t1	C	C	C	C	C	C
EH23a.chr8.v1.g254900.t1	EH23b.chr8.v1.g215430.t1	B	C	C	B	C	B
EH23a.chr8.v1.g254910.t1	EH23b.chr8.v1.g215420.t1	C	C	C	C	B	C
EH23a.chr8.v1.g255100.t1	EH23b.chr8.v1.g215310.t1	C	C	C	C	C	C
EH23a.chr8.v1.g255110.t1	EH23b.chr8.v1.g215300.t1	C	C	C	C	C	C
EH23a.chr8.v1.g255280.t1	EH23b.chr8.v1.g215030.t1	C	C	C	C	C	C
EH23a.chr8.v1.g255330.t1	EH23b.chr8.v1.g214980.t1	C	C	C	C	C	C
EH23a.chr8.v1.g255340.t1	EH23b.chr8.v1.g214970.t1	C	B	C	B	C	C
EH23a.chr8.v1.g255350.t1	EH23b.chr8.v1.g214960.t1	A	A	A	A	C	A
EH23a.chr8.v1.g255370.t1	EH23b.chr8.v1.g214940.t1	C	B	B	B	C	B
EH23a.chr8.v1.g255380.t1	EH23b.chr8.v1.g214930.t1	C	C	C	C	C	C
EH23a.chr8.v1.g255390.t1	EH23b.chr8.v1.g214920.t1	C	C	C	C	C	C
EH23a.chr8.v1.g255400.t1	EH23b.chr8.v1.g214910.t1	C	C	C	C	C	C
EH23a.chr8.v1.g255410.t1	EH23b.chr8.v1.g214900.t1	C	C	C	C	C	C
EH23a.chr8.v1.g255420.t1	EH23b.chr8.v1.g214890.t1	C	C	C	C	C	C
EH23a.chr8.v1.g255430.t1	EH23b.chr8.v1.g214880.t1	C	C	C	C	C	C
EH23a.chr8.v1.g255450.t1	EH23b.chr8.v1.g214860.t1	C	C	C	C	C	C
EH23a.chr8.v1.g255460.t1	EH23b.chr8.v1.g214850.t1	A	C	C	C	C	C
EH23a.chr8.v1.g255470.t1	EH23b.chr8.v1.g214840.t1	C	C	C	C	C	C
EH23a.chr8.v1.g255480.t1	EH23b.chr8.v1.g214830.t1	A	C	C	C	A	A
EH23a.chr8.v1.g255490.t1	EH23b.chr8.v1.g214820.t1	C	C	C	C	C	C
EH23a.chr8.v1.g255500.t1	EH23b.chr8.v1.g214810.t1	C	C	C	C	C	C
EH23a.chr8.v1.g255510.t1	EH23b.chr8.v1.g214800.t1	C	C	C	C	C	C
EH23a.chr8.v1.g255530.t1	EH23b.chr8.v1.g214780.t1	C	C	C	C	C	C
EH23a.chr8.v1.g255540.t1	EH23b.chr8.v1.g214770.t1	C	C	C	C	C	C
EH23a.chr8.v1.g255550.t1	EH23b.chr8.v1.g214760.t1	C	C	C	C	C	C
EH23a.chr8.v1.g255560.t1	EH23b.chr8.v1.g214750.t1	A	A	A	A	A	A
EH23a.chr8.v1.g255570.t1	EH23b.chr8.v1.g214740.t1	C	C	C	C	C	B
EH23a.chr8.v1.g255580.t1	EH23b.chr8.v1.g214730.t1	A	A	C	A	C	A
EH23a.chr8.v1.g255590.t1	EH23b.chr8.v1.g214720.t1	C	C	C	C	C	C
EH23a.chr8.v1.g255600.t1	EH23b.chr8.v1.g214710.t1	C	C	C	C	C	C
EH23a.chr8.v1.g255620.t1	EH23b.chr8.v1.g214690.t1	C	C	C	C	C	C
EH23a.chr8.v1.g255640.t1	EH23b.chr8.v1.g214670.t1	C	C	C	C	C	C
EH23a.chr9.v1.g255670.t1	EH23b.chr9.v1.g250610.t1	C	C	C	C	C	C
EH23a.chr9.v1.g255680.t1	EH23b.chr9.v1.g250620.t1	C	C	B	C	B	B
EH23a.chr9.v1.g255690.t1	EH23b.chr9.v1.g250630.t1	C	C	C	C	C	C
EH23a.chr9.v1.g255700.t1	EH23b.chr9.v1.g250640.t1	A	A	C	C	A	A
EH23a.chr9.v1.g255710.t1	EH23b.chr9.v1.g250650.t1	C	C	C	C	C	C
EH23a.chr9.v1.g255720.t1	EH23b.chr9.v1.g250660.t1	C	C	C	C	C	C
EH23a.chr9.v1.g255730.t1	EH23b.chr9.v1.g250670.t1	C	C	C	C	C	C
EH23a.chr9.v1.g255730.t2	EH23b.chr9.v1.g250670.t2	C	C	C	C	C	C
EH23a.chr9.v1.g255740.t1	EH23b.chr9.v1.g250680.t1	C	C	C	C	C	C
EH23a.chr9.v1.g255750.t1	EH23b.chr9.v1.g250690.t1	C	C	C	C	C	C
EH23a.chr9.v1.g255810.t1	EH23b.chr9.v1.g250710.t1	C	C	C	C	A	C
EH23a.chr9.v1.g255830.t1	EH23b.chr9.v1.g250730.t1	C	C	C	C	C	C
EH23a.chr9.v1.g255840.t1	EH23b.chr9.v1.g250740.t1	C	C	C	C	C	C
EH23a.chr9.v1.g255850.t1	EH23b.chr9.v1.g250750.t1	C	C	C	C	C	C
EH23a.chr9.v1.g255860.t1	EH23b.chr9.v1.g250760.t1	C	C	C	C	C	C
EH23a.chr9.v1.g255870.t1	EH23b.chr9.v1.g250770.t1	C	C	C	C	C	C
EH23a.chr9.v1.g255880.t1	EH23b.chr9.v1.g250780.t1	C	C	C	C	C	C
EH23a.chr9.v1.g255880.t2	EH23b.chr9.v1.g250780.t2	C	C	C	C	C	C
EH23a.chr9.v1.g255900.t1	EH23b.chr9.v1.g250800.t1	C	C	C	C	C	C
EH23a.chr9.v1.g255910.t1	EH23b.chr9.v1.g250810.t1	C	C	C	C	C	C
EH23a.chr9.v1.g255920.t1	EH23b.chr9.v1.g250820.t1	C	C	C	C	C	C
EH23a.chr9.v1.g255930.t1	EH23b.chr9.v1.g250830.t1	A	A	A	C	A	A
EH23a.chr9.v1.g255950.t1	EH23b.chr9.v1.g250860.t1	C	C	C	C	C	C
EH23a.chr9.v1.g255960.t1	EH23b.chr9.v1.g250870.t1	C	C	C	C	C	C
EH23a.chr9.v1.g255970.t1	EH23b.chr9.v1.g250880.t1	C	C	C	C	C	C
EH23a.chr9.v1.g255980.t1	EH23b.chr9.v1.g250890.t1	C	C	C	C	C	C
EH23a.chr9.v1.g255990.t1	EH23b.chr9.v1.g250900.t1	C	C	C	C	C	C
EH23a.chr9.v1.g256000.t1	EH23b.chr9.v1.g250910.t1	C	C	C	C	C	C
EH23a.chr9.v1.g256010.t1	EH23b.chr9.v1.g250920.t1	C	C	C	C	C	C
EH23a.chr9.v1.g256060.t1	EH23b.chr9.v1.g250970.t1	C	C	C	A	C	C
EH23a.chr9.v1.g256070.t1	EH23b.chr9.v1.g250980.t1	C	C	C	C	C	C
EH23a.chr9.v1.g256080.t1	EH23b.chr9.v1.g250990.t1	C	B	B	B	B	B
EH23a.chr9.v1.g256090.t1	EH23b.chr9.v1.g251000.t1	C	C	C	C	C	C
EH23a.chr9.v1.g256100.t1	EH23b.chr9.v1.g251010.t1	C	C	C	C	C	C
EH23a.chr9.v1.g256110.t1	EH23b.chr9.v1.g251020.t1	A	A	A	A	A	A
EH23a.chr9.v1.g256130.t1	EH23b.chr9.v1.g251030.t1	C	C	C	C	C	C
EH23a.chr9.v1.g256140.t1	EH23b.chr9.v1.g251040.t1	C	C	C	C	C	C
EH23a.chr9.v1.g256150.t1	EH23b.chr9.v1.g251050.t1	C	C	C	C	C	C
EH23a.chr9.v1.g256160.t1	EH23b.chr9.v1.g251080.t1	C	C	C	C	C	C
EH23a.chr9.v1.g256170.t1	EH23b.chr9.v1.g251090.t1	C	C	C	C	C	C
EH23a.chr9.v1.g256180.t1	EH23b.chr9.v1.g251100.t1	C	C	C	C	C	C
EH23a.chr9.v1.g256190.t1	EH23b.chr9.v1.g251110.t1	C	C	C	C	C	C
EH23a.chr9.v1.g256210.t1	EH23b.chr9.v1.g251120.t1	C	C	C	C	C	C
EH23a.chr9.v1.g256220.t1	EH23b.chr9.v1.g251130.t1	C	C	C	C	C	C
EH23a.chr9.v1.g256230.t1	EH23b.chr9.v1.g251140.t1	C	C	C	C	C	C
EH23a.chr9.v1.g256240.t1	EH23b.chr9.v1.g251150.t1	C	C	C	C	A	C
EH23a.chr9.v1.g256250.t1	EH23b.chr9.v1.g251160.t1	A	B	C	B	C	B
EH23a.chr9.v1.g256260.t1	EH23b.chr9.v1.g251170.t1	C	C	C	C	C	C
EH23a.chr9.v1.g256270.t1	EH23b.chr9.v1.g251180.t1	C	C	C	C	C	C
EH23a.chr9.v1.g256280.t1	EH23b.chr9.v1.g251190.t1	C	C	C	C	C	C
EH23a.chr9.v1.g256290.t1	EH23b.chr9.v1.g251200.t1	C	B	A	A	C	C
EH23a.chr9.v1.g256320.t1	EH23b.chr9.v1.g251230.t1	C	C	C	C	C	C
EH23a.chr9.v1.g256330.t1	EH23b.chr9.v1.g251240.t1	C	C	C	C	C	C
EH23a.chr9.v1.g256350.t1	EH23b.chr9.v1.g251260.t1	C	C	C	C	C	C
EH23a.chr9.v1.g256370.t1	EH23b.chr9.v1.g251280.t1	C	C	C	C	C	C
EH23a.chr9.v1.g256380.t1	EH23b.chr9.v1.g251290.t1	C	C	C	C	C	C
EH23a.chr9.v1.g256390.t1	EH23b.chr9.v1.g251300.t1	C	C	C	C	C	C
EH23a.chr9.v1.g256390.t2	EH23b.chr9.v1.g251300.t2	C	C	C	C	C	C
EH23a.chr9.v1.g256400.t1	EH23b.chr9.v1.g251310.t1	C	C	C	C	A	C
EH23a.chr9.v1.g256420.t1	EH23b.chr9.v1.g251330.t1	C	C	C	B	C	C
EH23a.chr9.v1.g256430.t1	EH23b.chr9.v1.g251340.t1	C	C	C	A	C	C
EH23a.chr9.v1.g256480.t1	EH23b.chr9.v1.g251460.t1	C	C	C	C	C	C
EH23a.chr9.v1.g256500.t1	EH23b.chr9.v1.g251510.t1	C	C	C	C	C	C
EH23a.chr9.v1.g256510.t1	EH23b.chr9.v1.g251520.t1	C	C	C	C	A	C
EH23a.chr9.v1.g256520.t1	EH23b.chr9.v1.g251530.t1	C	C	C	C	C	C
EH23a.chr9.v1.g256530.t1	EH23b.chr9.v1.g251540.t1	C	C	C	C	C	C
EH23a.chr9.v1.g256560.t1	EH23b.chr9.v1.g251560.t1	C	C	C	C	C	C
EH23a.chr9.v1.g256570.t1	EH23b.chr9.v1.g251570.t1	C	C	C	B	C	C
EH23a.chr9.v1.g256590.t1	EH23b.chr9.v1.g251580.t1	C	C	C	C	C	C
EH23a.chr9.v1.g256610.t1	EH23b.chr9.v1.g251590.t1	C	C	C	C	C	C
EH23a.chr9.v1.g256620.t1	EH23b.chr9.v1.g251600.t1	C	C	C	C	C	C
EH23a.chr9.v1.g256630.t1	EH23b.chr9.v1.g251610.t1	C	C	C	C	C	C
EH23a.chr9.v1.g256640.t1	EH23b.chr9.v1.g251620.t1	C	C	C	C	C	C
EH23a.chr9.v1.g256650.t1	EH23b.chr9.v1.g251630.t1	C	C	C	C	C	C
EH23a.chr9.v1.g256680.t1	EH23b.chr9.v1.g251660.t1	C	C	C	B	C	C
EH23a.chr9.v1.g256690.t1	EH23b.chr9.v1.g251670.t1	C	C	C	C	C	C
EH23a.chr9.v1.g256740.t1	EH23b.chr9.v1.g251740.t1	C	C	C	C	C	C
EH23a.chr9.v1.g256750.t1	EH23b.chr9.v1.g251750.t1	C	C	C	C	C	C
EH23a.chr9.v1.g256760.t1	EH23b.chr9.v1.g251760.t1	C	C	C	C	C	C
EH23a.chr9.v1.g256770.t1	EH23b.chr9.v1.g251770.t1	C	C	C	C	C	C
EH23a.chr9.v1.g256770.t2	EH23b.chr9.v1.g251770.t2	C	C	C	C	C	C
EH23a.chr9.v1.g256780.t1	EH23b.chr9.v1.g251780.t1	C	C	C	C	C	C
EH23a.chr9.v1.g256820.t1	EH23b.chr9.v1.g251820.t1	C	C	C	C	C	C
EH23a.chr9.v1.g256830.t1	EH23b.chr9.v1.g251830.t1	C	C	C	C	C	C
EH23a.chr9.v1.g256880.t1	EH23b.chr9.v1.g251870.t1	C	C	C	C	C	C
EH23a.chr9.v1.g256890.t1	EH23b.chr9.v1.g251880.t1	C	C	C	C	C	C
EH23a.chr9.v1.g256890.t2	EH23b.chr9.v1.g251880.t2	C	C	C	C	C	C
EH23a.chr9.v1.g256900.t1	EH23b.chr9.v1.g251890.t1	C	C	C	C	A	C
EH23a.chr9.v1.g256930.t1	EH23b.chr9.v1.g251950.t1	C	C	C	C	C	C
EH23a.chr9.v1.g256940.t1	EH23b.chr9.v1.g251960.t1	C	C	C	C	C	C
EH23a.chr9.v1.g256960.t1	EH23b.chr9.v1.g251980.t1	C	C	C	C	C	C
EH23a.chr9.v1.g256970.t1	EH23b.chr9.v1.g251990.t1	C	C	C	C	C	C
EH23a.chr9.v1.g256980.t1	EH23b.chr9.v1.g252000.t1	A	A	C	A	A	A
EH23a.chr9.v1.g256990.t1	EH23b.chr9.v1.g252010.t1	C	C	C	C	C	C
EH23a.chr9.v1.g257000.t1	EH23b.chr9.v1.g252020.t1	B	B	C	B	B	B
EH23a.chr9.v1.g257020.t1	EH23b.chr9.v1.g252040.t1	B	C	C	B	C	C
EH23a.chr9.v1.g257040.t1	EH23b.chr9.v1.g252050.t1	C	C	C	C	C	C
EH23a.chr9.v1.g257050.t1	EH23b.chr9.v1.g252060.t1	C	C	C	C	C	C
EH23a.chr9.v1.g257060.t1	EH23b.chr9.v1.g252070.t1	C	C	C	C	C	C
EH23a.chr9.v1.g257070.t1	EH23b.chr9.v1.g252080.t1	C	C	C	C	C	C
EH23a.chr9.v1.g257080.t1	EH23b.chr9.v1.g252090.t1	C	C	C	C	C	C
EH23a.chr9.v1.g257090.t1	EH23b.chr9.v1.g252100.t1	C	C	C	C	C	C
EH23a.chr9.v1.g257100.t1	EH23b.chr9.v1.g252110.t1	C	C	C	C	C	C
EH23a.chr9.v1.g257110.t1	EH23b.chr9.v1.g252120.t1	C	C	C	C	C	C
EH23a.chr9.v1.g257120.t1	EH23b.chr9.v1.g252130.t1	C	C	C	B	C	C
EH23a.chr9.v1.g257130.t1	EH23b.chr9.v1.g252140.t1	C	C	C	C	C	C
EH23a.chr9.v1.g257150.t1	EH23b.chr9.v1.g252160.t1	C	C	C	C	C	C
EH23a.chr9.v1.g257160.t1	EH23b.chr9.v1.g252170.t1	C	C	C	C	C	C
EH23a.chr9.v1.g257170.t1	EH23b.chr9.v1.g252180.t1	C	C	C	C	C	C
EH23a.chr9.v1.g257180.t1	EH23b.chr9.v1.g252190.t1	C	C	C	C	C	C
EH23a.chr9.v1.g257190.t1	EH23b.chr9.v1.g252200.t1	C	C	C	C	C	C
EH23a.chr9.v1.g257200.t1	EH23b.chr9.v1.g252210.t1	C	C	C	C	C	C
EH23a.chr9.v1.g257210.t1	EH23b.chr9.v1.g252220.t1	C	C	C	C	C	C
EH23a.chr9.v1.g257220.t1	EH23b.chr9.v1.g252230.t1	C	C	C	C	C	C
EH23a.chr9.v1.g257230.t1	EH23b.chr9.v1.g252240.t1	C	C	C	C	C	C
EH23a.chr9.v1.g257240.t1	EH23b.chr9.v1.g252250.t1	C	C	C	C	C	C
EH23a.chr9.v1.g257250.t1	EH23b.chr9.v1.g252260.t1	C	C	C	C	C	C
EH23a.chr9.v1.g257260.t1	EH23b.chr9.v1.g252270.t1	C	C	C	C	C	C
EH23a.chr9.v1.g257300.t1	EH23b.chr9.v1.g252300.t1	C	C	C	C	C	C
EH23a.chr9.v1.g257320.t1	EH23b.chr9.v1.g252320.t1	C	C	C	C	C	C
EH23a.chr9.v1.g257330.t1	EH23b.chr9.v1.g252330.t1	C	C	C	C	C	C
EH23a.chr9.v1.g257360.t1	EH23b.chr9.v1.g252360.t1	C	C	C	B	A	C
EH23a.chr9.v1.g257370.t1	EH23b.chr9.v1.g252370.t1	C	C	C	B	C	C
EH23a.chr9.v1.g257380.t1	EH23b.chr9.v1.g252380.t1	C	C	C	C	C	C
EH23a.chr9.v1.g257390.t1	EH23b.chr9.v1.g252390.t1	C	C	C	C	C	C
EH23a.chr9.v1.g257400.t1	EH23b.chr9.v1.g252400.t1	B	C	C	B	C	C
EH23a.chr9.v1.g257410.t1	EH23b.chr9.v1.g252410.t1	C	C	C	C	C	C
EH23a.chr9.v1.g257440.t1	EH23b.chr9.v1.g252450.t1	C	C	C	C	C	C
EH23a.chr9.v1.g257450.t1	EH23b.chr9.v1.g252460.t1	A	A	A	A	B	A
EH23a.chr9.v1.g257460.t1	EH23b.chr9.v1.g252470.t1	C	C	C	C	C	C
EH23a.chr9.v1.g257470.t1	EH23b.chr9.v1.g252480.t1	C	C	C	C	C	C
EH23a.chr9.v1.g257480.t1	EH23b.chr9.v1.g252490.t1	C	C	C	C	C	C
EH23a.chr9.v1.g257490.t1	EH23b.chr9.v1.g252500.t1	C	C	C	C	C	C
EH23a.chr9.v1.g257500.t1	EH23b.chr9.v1.g252510.t1	C	C	C	C	C	C
EH23a.chr9.v1.g257520.t1	EH23b.chr9.v1.g252530.t1	C	C	C	C	C	C
EH23a.chr9.v1.g257550.t1	EH23b.chr9.v1.g252550.t1	C	C	C	C	C	C
EH23a.chr9.v1.g257580.t1	EH23b.chr9.v1.g252580.t1	B	C	C	A	A	C
EH23a.chr9.v1.g257590.t1	EH23b.chr9.v1.g252590.t1	C	C	A	C	C	C
EH23a.chr9.v1.g257600.t1	EH23b.chr9.v1.g252600.t1	C	C	C	C	C	C
EH23a.chr9.v1.g257640.t1	EH23b.chr9.v1.g252620.t1	C	C	C	C	C	C
EH23a.chr9.v1.g257660.t1	EH23b.chr9.v1.g252640.t1	C	C	C	C	C	C
EH23a.chr9.v1.g257680.t1	EH23b.chr9.v1.g252660.t1	C	C	C	C	C	C
EH23a.chr9.v1.g257690.t1	EH23b.chr9.v1.g252670.t1	C	C	C	C	C	C
EH23a.chr9.v1.g257710.t1	EH23b.chr9.v1.g252680.t1	C	C	C	C	C	C
EH23a.chr9.v1.g257720.t1	EH23b.chr9.v1.g252690.t1	A	A	A	A	A	A
EH23a.chr9.v1.g257730.t1	EH23b.chr9.v1.g252700.t1	C	B	C	C	B	C
EH23a.chr9.v1.g257740.t1	EH23b.chr9.v1.g252710.t1	C	C	C	C	C	C
EH23a.chr9.v1.g257760.t1	EH23b.chr9.v1.g252730.t1	C	C	C	C	C	C
EH23a.chr9.v1.g257780.t1	EH23b.chr9.v1.g252740.t1	A	A	B	A	C	B
EH23a.chr9.v1.g257790.t1	EH23b.chr9.v1.g252750.t1	C	C	C	C	C	C
EH23a.chr9.v1.g257800.t1	EH23b.chr9.v1.g252760.t1	C	C	C	C	C	C
EH23a.chr9.v1.g257810.t1	EH23b.chr9.v1.g252770.t1	C	C	C	C	C	C
EH23a.chr9.v1.g257820.t1	EH23b.chr9.v1.g252780.t1	C	C	C	B	B	B
EH23a.chr9.v1.g257830.t1	EH23b.chr9.v1.g252790.t1	C	C	C	C	C	C
EH23a.chr9.v1.g257840.t1	EH23b.chr9.v1.g252800.t1	C	C	C	C	C	C
EH23a.chr9.v1.g257850.t1	EH23b.chr9.v1.g252810.t1	C	C	C	C	C	C
EH23a.chr9.v1.g257870.t1	EH23b.chr9.v1.g252820.t1	C	C	C	C	C	C
EH23a.chr9.v1.g257880.t1	EH23b.chr9.v1.g252830.t1	C	C	C	C	C	C
EH23a.chr9.v1.g257890.t1	EH23b.chr9.v1.g252840.t1	C	C	C	C	C	C
EH23a.chr9.v1.g257900.t1	EH23b.chr9.v1.g252850.t1	C	C	C	C	C	C
EH23a.chr9.v1.g257920.t1	EH23b.chr9.v1.g252870.t1	C	C	C	C	C	C
EH23a.chr9.v1.g257930.t1	EH23b.chr9.v1.g252880.t1	C	C	C	C	C	C
EH23a.chr9.v1.g257940.t1	EH23b.chr9.v1.g252890.t1	C	C	C	C	C	C
EH23a.chr9.v1.g257950.t1	EH23b.chr9.v1.g252900.t1	C	C	C	C	C	C
EH23a.chr9.v1.g257960.t1	EH23b.chr9.v1.g252910.t1	C	C	C	C	C	C
EH23a.chr9.v1.g257980.t1	EH23b.chr9.v1.g252940.t1	C	C	C	C	C	C
EH23a.chr9.v1.g257990.t1	EH23b.chr9.v1.g252950.t1	C	C	C	C	C	C
EH23a.chr9.v1.g258000.t1	EH23b.chr9.v1.g252960.t1	C	C	C	C	C	C
EH23a.chr9.v1.g258030.t1	EH23b.chr9.v1.g252980.t2	C	C	C	C	C	C
EH23a.chr9.v1.g258030.t2	EH23b.chr9.v1.g252980.t1	C	C	C	C	C	C
EH23a.chr9.v1.g258100.t1	EH23b.chr9.v1.g253010.t1	C	C	C	C	C	C
EH23a.chr9.v1.g258130.t1	EH23b.chr9.v1.g253030.t1	C	C	C	C	C	C
EH23a.chr9.v1.g258150.t1	EH23b.chr9.v1.g253050.t1	C	C	C	C	C	C
EH23a.chr9.v1.g258160.t1	EH23b.chr9.v1.g253060.t1	B	C	C	B	C	B
EH23a.chr9.v1.g258170.t1	EH23b.chr9.v1.g253070.t1	C	C	C	C	C	C
EH23a.chr9.v1.g258180.t1	EH23b.chr9.v1.g253080.t1	C	C	C	C	C	C
EH23a.chr9.v1.g258190.t1	EH23b.chr9.v1.g253090.t1	C	C	C	C	C	C
EH23a.chr9.v1.g258200.t1	EH23b.chr9.v1.g253100.t1	C	C	C	C	C	C
EH23a.chr9.v1.g258210.t1	EH23b.chr9.v1.g253110.t1	C	C	C	C	C	C
EH23a.chr9.v1.g258220.t1	EH23b.chr9.v1.g253500.t1	C	C	C	C	C	C
EH23a.chr9.v1.g258270.t1	EH23b.chr9.v1.g253130.t1	A	A	A	A	A	A
EH23a.chr9.v1.g258290.t1	EH23b.chr9.v1.g253150.t1	C	C	C	C	C	C
EH23a.chr9.v1.g258300.t1	EH23b.chr9.v1.g253160.t1	C	C	C	C	C	C
EH23a.chr9.v1.g258310.t1	EH23b.chr9.v1.g253170.t1	C	C	C	C	C	C
EH23a.chr9.v1.g258320.t1	EH23b.chr9.v1.g253180.t1	C	C	C	C	C	C
EH23a.chr9.v1.g258330.t1	EH23b.chr9.v1.g253190.t1	C	C	C	C	C	C
EH23a.chr9.v1.g258340.t1	EH23b.chr9.v1.g253200.t1	C	C	C	C	C	C
EH23a.chr9.v1.g258360.t1	EH23b.chr9.v1.g253220.t1	C	C	C	C	C	C
EH23a.chr9.v1.g258370.t1	EH23b.chr9.v1.g253230.t1	C	C	C	C	C	C
EH23a.chr9.v1.g258390.t1	EH23b.chr9.v1.g253240.t1	C	C	C	C	C	C
EH23a.chr9.v1.g258440.t1	EH23b.chr9.v1.g253330.t1	C	C	C	C	C	C
EH23a.chr9.v1.g258470.t1	EH23b.chr9.v1.g253360.t1	C	C	C	C	C	C
EH23a.chr9.v1.g258480.t1	EH23b.chr9.v1.g253370.t1	C	C	C	C	C	C
EH23a.chr9.v1.g258490.t1	EH23b.chr9.v1.g253380.t1	C	C	C	C	C	C
EH23a.chr9.v1.g258500.t1	EH23b.chr9.v1.g253390.t1	C	C	C	C	C	C
EH23a.chr9.v1.g258510.t1	EH23b.chr9.v1.g253400.t1	C	C	C	C	C	C
EH23a.chr9.v1.g258520.t1	EH23b.chr9.v1.g253410.t1	C	C	C	C	C	C
EH23a.chr9.v1.g258530.t1	EH23b.chr9.v1.g253420.t1	C	C	C	C	C	C
EH23a.chr9.v1.g258540.t1	EH23b.chr9.v1.g253430.t1	C	B	C	C	C	C
EH23a.chr9.v1.g258550.t1	EH23b.chr9.v1.g253440.t1	C	C	C	C	C	C
EH23a.chr9.v1.g258560.t1	EH23b.chr9.v1.g253450.t1	C	C	C	C	C	C
EH23a.chr9.v1.g258570.t1	EH23b.chr9.v1.g253460.t1	C	C	C	C	C	C
EH23a.chr9.v1.g258580.t1	EH23b.chr9.v1.g253470.t1	C	C	C	C	A	C
EH23a.chr9.v1.g258590.t1	EH23b.chr9.v1.g253480.t1	C	C	C	C	C	C
EH23a.chr9.v1.g258690.t1	EH23b.chr9.v1.g253520.t1	C	C	C	C	C	C
EH23a.chr9.v1.g258700.t1	EH23b.chr9.v1.g253530.t1	C	C	C	C	C	C
EH23a.chr9.v1.g258710.t1	EH23b.chr9.v1.g253540.t1	C	C	C	C	C	C
EH23a.chr9.v1.g258720.t1	EH23b.chr9.v1.g253550.t1	C	C	C	C	C	C
EH23a.chr9.v1.g258730.t1	EH23b.chr9.v1.g253560.t1	B	B	C	B	B	B
EH23a.chr9.v1.g258740.t1	EH23b.chr9.v1.g253570.t1	C	C	C	C	C	C
EH23a.chr9.v1.g258750.t1	EH23b.chr9.v1.g253580.t1	C	C	C	C	C	C
